Tempo (s);m;n;diags;threads;
39,00; 500; 500; 999; 500
36,00; 500; 500; 999; 500
37,00; 500; 500; 999; 500
38,00; 500; 500; 999; 500
37,00; 500; 500; 999; 500
139,00; 500; 500; 999; 500
40,00; 500; 500; 999; 500
17,00; 500; 500; 999; 1
17,00; 500; 500; 999; 1
20,00; 500; 500; 999; 1
19,00; 500; 500; 999; 1
18,00; 500; 500; 999; 1
17,00; 500; 500; 999; 1
18,00; 500; 500; 999; 1
18,00; 500; 500; 999; 1
18,00; 500; 500; 999; 1
18,00; 500; 500; 999; 1
16,00; 500; 500; 999; 1
16,00; 500; 500; 999; 1
17,00; 500; 500; 999; 1
19,00; 500; 500; 999; 1
17,00; 500; 500; 999; 1
18,00; 500; 500; 999; 1
17,00; 500; 500; 999; 1
16,00; 500; 500; 999; 1
18,00; 500; 500; 999; 1
17,00; 500; 500; 999; 1
19,00; 500; 500; 999; 1
18,00; 500; 500; 999; 1
17,00; 500; 500; 999; 1
16,00; 500; 500; 999; 1
17,00; 500; 500; 999; 1
16,00; 500; 500; 999; 1
16,00; 500; 500; 999; 1
17,00; 500; 500; 999; 1
18,00; 500; 500; 999; 1
16,00; 500; 500; 999; 1
11,00; 500; 500; 999; 2
12,00; 500; 500; 999; 2
11,00; 500; 500; 999; 2
14,00; 500; 500; 999; 2
11,00; 500; 500; 999; 2
11,00; 500; 500; 999; 2
12,00; 500; 500; 999; 2
10,00; 500; 500; 999; 2
9,00; 500; 500; 999; 2
10,00; 500; 500; 999; 2
11,00; 500; 500; 999; 2
10,00; 500; 500; 999; 2
12,00; 500; 500; 999; 2
11,00; 500; 500; 999; 2
11,00; 500; 500; 999; 2
15,00; 500; 500; 999; 2
10,00; 500; 500; 999; 2
12,00; 500; 500; 999; 2
10,00; 500; 500; 999; 2
14,00; 500; 500; 999; 2
16,00; 500; 500; 999; 2
16,00; 500; 500; 999; 2
11,00; 500; 500; 999; 2
11,00; 500; 500; 999; 2
10,00; 500; 500; 999; 2
12,00; 500; 500; 999; 2
12,00; 500; 500; 999; 2
13,00; 500; 500; 999; 2
10,00; 500; 500; 999; 2
10,00; 500; 500; 999; 2
11,00; 500; 500; 999; 3
11,00; 500; 500; 999; 3
11,00; 500; 500; 999; 3
11,00; 500; 500; 999; 3
